?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/HAO_0001328>	"The metatrochanteral muscle that arises posteriorly from the coxa and inserts on the articular membrane of the metacoxo-metatrochanteral joint laterally of the posterior metacoxo-metatrochanteral articulation."	
<http://purl.obolibrary.org/obo/AISM_0000396>	"The labial palpomere that is adjacent to the distal margin of the labial palpomere II."@en	
<http://purl.obolibrary.org/obo/HAO_0000286>	"."	
<http://purl.obolibrary.org/obo/AISM_0004269>	"The region of the cuticle that is distal and medial on the cuticle of the insect mandible."@en	
<http://purl.obolibrary.org/obo/HAO_0001294>	"The condyle that is located on the posterior trochanteral articular process of the mesocoxa and inserts into the posterior coxal fossa of the mesotrochanter."	
<http://purl.obolibrary.org/obo/HAO_0000384>	"The male genitalia muscle that arises from the basiura and inserts on the endophallus."	
<http://purl.obolibrary.org/obo/AISM_0004182>	"The conjunctiva that encircles the tarsus by joining the distal margin of the tibia and the proximal margin of the tarsus."@en	
<http://purl.obolibrary.org/obo/HAO_0001397>	"The propleuro-postoccipital muscle that arises laterally from the propleuron."	
<http://purl.obolibrary.org/obo/HAO_0001553>	"The propleural muscle that arises from the propleuron."	
<http://purl.obolibrary.org/obo/HAO_0000912>	"The area that is concave and is for the reception or concealment of another sclerite."	
<http://purl.obolibrary.org/obo/HAO_0000623>	"The area that is elevated and extends along the posterior margin of the metanotum from the metascutellum to the supraalar area."	
<http://purl.obolibrary.org/obo/HAO_0002508>	"The apodeme that is oriented poseteriorly and arises from the mesodiscrimenal lamella at the base of the mesofurca."	
<http://purl.obolibrary.org/obo/AISM_0000120>	"The conjunctiva of the prothorax that joins the propleuron and the procoxa."@en	
<http://purl.obolibrary.org/obo/HAO_0000797>	"The area that corresponds to the narrow postcostal lip of a postnotal thoracic plate."	
<http://purl.obolibrary.org/obo/HAO_0002057>	"The tergite that is connected posteriorly to T9 via conjunctiva and muscles."	
<http://purl.obolibrary.org/obo/HAO_0000552>	"The metabasalar muscle that originates from the mesofurca and inserts on the metabasalare."	
<http://purl.obolibrary.org/obo/AISM_0000199>	"The cuticular carina that is part of the tibia and parallel to the proximal-distal axis."@en	
<http://purl.obolibrary.org/obo/HAO_0002106>	"The depression that extends medially and adjacent to the medial portion of the principal carina of stipes."	
<http://purl.obolibrary.org/obo/HAO_0002048>	"The notch that is medially on the proximodorsal margin of the cupula and is delimited laterally by the site of origins of the dorsomedial cupulo-gonostipal muscles."	
<http://purl.obolibrary.org/obo/AISM_0000166>	"The insect articulation between the propleuron and the procoxa."@en	
<http://purl.obolibrary.org/obo/AISM_0002006>	"The cranio-antennal muscle that is attached to the frons and the pedicellus."@en	
<http://purl.obolibrary.org/obo/AISM_0000337>	"The cuticle of the flagellomere that is distal to the flagellomere 4 and is encircled by the flagellomere 4-flagellomere 5 conjunctiva."@en	
<http://purl.obolibrary.org/obo/HAO_0002192>	"The conjunctiva that extends medially along the first valvula."	
<http://purl.obolibrary.org/obo/HAO_0002445>	"The sclerite that is located laterally on the lateral wall of the galeo-lacinial complex."	
<http://purl.obolibrary.org/obo/HAO_0002159>	"The margin of the first valvifer that is posterior and extends between the intervalvifer articulation and the anterior angle of the first valvifer."	
<http://purl.obolibrary.org/obo/HAO_0002104>	"The tentorio-stipital muscle that is posterior to the anterior tentorio-stipital muscle."	
<http://purl.obolibrary.org/obo/HAO_0001574>	"The projection that is located apically on the gonossiculus."	
<http://purl.obolibrary.org/obo/AISM_0000406>	"The anatomical margin that overlaps with the distal side and the posterior side."@en	
<http://purl.obolibrary.org/obo/HAO_0002512>	"The carina that is parallel to and extends anteroventrally of the metapleural carina, is continuous with the metapleural apodeme and is separated from the metapleural carina by a crenulate impresion"	
<http://purl.obolibrary.org/obo/AISM_0000113>	"The cuticle of the segment of the antenna that is connected to the head capsule and the antennifer by the basal antennal conjunctiva."@en	
<http://purl.obolibrary.org/obo/HAO_0002141>	"The coeloconic sensillum that is located on the medial surface of the galeo-lacinial complex distal to the base of the lacinial lobe."	
<http://purl.obolibrary.org/obo/HAO_0000730>	"The area that extends on the ventral (anterior) margin of the cranium along the site of origin of the conjunctiva connecting the mandible with the cranium and is delimited posteriorly (ventrally) by the posterior (ventral) margin of the pleurostomal fossa and anteriorly (dorsally) by the anterior (dorsal) margin of the pleurostomal condyle and laterally by the mouth margin."	
<http://purl.obolibrary.org/obo/BSPO_0000029>	"Anatomical region that overlaps the anterior and lateral regions of a body or body part."	
<http://purl.obolibrary.org/obo/HAO_0001991>	"The carina that extends along the posterior margin of the compound eye."	
<http://purl.obolibrary.org/obo/AISM_0000087>	"The cuticle of the mouthpart appendage composed of the cuticle of submentum, which is attached by the submental-mental conjunctiva to the cuticle of mentum, which is attached by the mental-premental conjunctiva to the cuticle of prementum, which is attached to the cuticle of palpiger by the premental-palpigeral conjunctiva, the cuticle of paraglossa by the premental-paraglossal conjunctiva, and the cuticle of glossa by the premental-glossal conjunctiva; the cuticle of palpiger is attached by the palpigero-palpal conjunctiva to the cuticle of labial palpus."@en	
<http://purl.obolibrary.org/obo/HAO_0001127>	"The tarsomere that is distal to and connected to the second tarsomere of the fore leg."	
<http://purl.obolibrary.org/obo/HAO_0000391>		
<http://purl.obolibrary.org/obo/HAO_0000984>	"The translucent patch that is located on the synsternite."	
<http://purl.obolibrary.org/obo/HAO_0001282>	"The intrinsic leg muscle that arises posteriorly from the mesotibia and inserts on the posterior proximal process of the mesobasitarsus."	
<http://purl.obolibrary.org/obo/HAO_0002121>	"The lacinial lobe that is medial to the outer lobe of the lacinia."	
<http://purl.obolibrary.org/obo/HAO_0001685>	"The metacoxal muscle that arises from the second abdominal sternum."	
<http://purl.obolibrary.org/obo/HAO_0001906>	"The area that connects distally the lateral profurcal arms."	
<http://purl.obolibrary.org/obo/HAO_0002499>	"The acellular anatomical structure that is in the hind gut of the pupa."	
<http://purl.obolibrary.org/obo/HAO_0001164>	"The antennal muscle that arises dorsally on the anterior part of the anterior tentorial arm and inserts anterolaterally (ventrolaterally) on the proximal part of the scape."	
<http://purl.obolibrary.org/obo/AISM_0000000>	"The projection of the inner surface of the cuticle."@en	
<http://purl.obolibrary.org/obo/AISM_0004107>	"The abdominal sternite of the preabdomen that is attached to the posterior margin of the abdominal sternite IV by the abdominal sternite IV-abdominal sternite V conjunctiva."@en	
<http://purl.obolibrary.org/obo/HAO_0001046>	"The ridge that is vertical and extends along the valviceps."	
<http://purl.obolibrary.org/obo/HAO_0000524>	"The metacoxal muscle that arises from the paracoxal ridge and from the metadiscrimenal lamella and inserts anterolaterally on the dorsal margin of the metacoxa."	
<http://purl.obolibrary.org/obo/HAO_0002225>	"The ridge that is limited laterally by the stipital articular surfaces of the postmentum."	
<http://purl.obolibrary.org/obo/HAO_0000386>	"The sclerite that is located dorsolaterally on the gonostyle/volsella complex, is connected to the distal margin of the cupula, to the proximal margin of the harpe, and to the lateral margin of the volsella."	
<http://purl.obolibrary.org/obo/HAO_0000319>	"The pit that overlaps with the facial apodeme."	
<http://purl.obolibrary.org/obo/CL_0000362>	"An epithelial cell of the integument (the outer layer of an organism)."	"FMA:62411 MESH:D000078404 CALOHA:TS-0283 BTO:0001470"
<http://purl.obolibrary.org/obo/AISM_0004248>	"The anterior region of the insect wing."@en	
<http://purl.obolibrary.org/obo/HAO_0000164>	"The process that is linear and wider proximally than distally."	
<http://purl.obolibrary.org/obo/HAO_0000690>	"The carina that surrounds the compound eye."	
<http://purl.obolibrary.org/obo/HAO_0000276>	"The apical tooth of mandible that is located closest to the clypeus."	
<http://purl.obolibrary.org/obo/AISM_0000383>	"The cuticular carina that is part of the clypeus and is parallel to the left-right body axis."@en	
<http://purl.obolibrary.org/obo/HAO_0002282>	"The groove along the anteroventral border of the pronotum."	
<http://purl.obolibrary.org/obo/HAO_0001974>	"The projection that is paired and is located submedially on the ventral margin of the ventral rim of clypeus."	
<http://purl.obolibrary.org/obo/HAO_0002263>	"The anatomical line that is the shortest between the anterior tentorial pits."	
<http://purl.obolibrary.org/obo/HAO_0002582>	"The muscle that attaches to the median sclerotized style and to the valvura."	
<http://purl.obolibrary.org/obo/HAO_0000086>		
<http://purl.obolibrary.org/obo/AISM_0004210>	"The insect thoracic muscle that extends between the mesonotum and the metanotum."@en	
<http://purl.obolibrary.org/obo/HAO_0000344>	"The projection that is lamella-like and is located on a rim, carina, apodeme or edge."	
<http://purl.obolibrary.org/obo/BSPO_0000679>	"Anatomical margin that is located on the dorsal side of body or body part."	
<http://purl.obolibrary.org/obo/BFO_0000004>	"b is an independent continuant = Def. b is a continuant which is such that there is no c and no t such that b s-depends_on c at t. (axiom label in BFO2 Reference: [017-002])"@en	
<http://purl.obolibrary.org/obo/HAO_0001083>	"The region of the propodeum that is covered with dense setae and is located posterior to the metapleural spiracle."	
<http://purl.obolibrary.org/obo/AISM_0004158>	"The region of cuticle on the postero-ventral region of the episternum that is posterior to the anapleural sulcus."@en	
<http://purl.obolibrary.org/obo/HAO_0001873>	"The tergite that is located on the abdominal segment 9"	
<http://purl.obolibrary.org/obo/HAO_0000915>	"The median region of the mesoscutellar axillar complex that is delimited anteriorly by the scutoscutellar sulcus and laterally by the axillar depression."	
<http://purl.obolibrary.org/obo/HAO_0001220>	"The scrobe that is located ventrally of the antennal foramen and accommodates the proximal part of the antenna."	
<http://purl.obolibrary.org/obo/HAO_0002232>	"The sclerite that is located distally on the paraglossa."	
<http://purl.obolibrary.org/obo/AISM_0000048>	"The cuticle of the appendage of the cuticle of labium composed of the cuticle of glossa and cuticle of paraglossa jointly."@en	
<http://purl.obolibrary.org/obo/HAO_0000060>	"The tergum that is located on abdominal segment 7."	
<http://purl.obolibrary.org/obo/AISM_0004116>	"The conjunctiva of the insect abdomen that connects the abdominal sternite VII and the abdominal sternite VIII."@en	
<http://purl.obolibrary.org/obo/HAO_0002422>	"The flange that is located on the ventral edge of the mandible and not continuous with the mandibular condyle."	
<http://purl.obolibrary.org/obo/AISM_0002029>	"The insect cranio-maxillar muscle that is attached to the tentorium and the cardo."@en	
<http://purl.obolibrary.org/obo/HAO_0001138>	"The tarsomere that is distal to the fourth tarsomere of the mid leg."	
<http://purl.obolibrary.org/obo/HAO_0001937>	"The area that is located anterior to the claval furrow."	
<http://purl.obolibrary.org/obo/HAO_0000901>	"The anatomical cluster that is composed of repeated units of anatomical structures."	
<http://purl.obolibrary.org/obo/HAO_0000277>	"The anatomical line that is located between the dorsum and the pleuron."	
<http://purl.obolibrary.org/obo/HAO_0001844>	"The laterosternite that is located on abdominal sternum 8."	
